featureid	rab.all	rab.win.mother-post	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__unknown_Babeliales;g__unknown_Babeliales	-0.386676972413244	-0.384695888086597	-0.389388511173759	-0.0336043240827228	4.1744161416363	-0.00658219995840446	0.496228448367107	0.490705019768583	0.945603937732089	0.519120235206645	0.948953394810831
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus	-0.266714958211001	-0.229140702731291	-0.305979457281244	-0.0590023072857546	4.25373939454969	-0.0092191394325242	0.496499730833109	0.569170577464303	0.947922699351304	0.571482562624308	0.949402661083071
d__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Tumebacillus	-0.334774988473691	-0.251606482767866	-0.424542383995829	-0.139217714211417	4.1782040365811	-0.0311561374720685	0.48680667775577	0.484464525780819	0.940750545776289	0.460396592790485	0.930036890084254
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacilli_RF39;f__unknown_Bacilli_RF39;g__unknown_Bacilli_RF39	-0.102797764021146	-0.0216508441820586	-0.218428829779977	-0.0957673905918419	4.34672187440038	-0.0217365840859406	0.488146552011052	0.469783369276308	0.942811020138478	0.473638254733884	0.929756394046367
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Eggerthia	-0.403461204348177	-0.44105443867297	-0.375855642154042	0.0869016057060135	4.39524942482687	0.0173230472428783	0.491114701345641	0.523708505200428	0.954281369273771	0.517317828210823	0.952916932345582
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	-0.0146982534509084	-0.0483690632199272	0.0168492853740219	0.0676050269961035	4.67216244013288	0.0119314246866184	0.493268713140615	0.536154199983405	0.952898318275859	0.524536615433245	0.950176345073703
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_UCG-006	-0.268166173654003	-0.348900501071807	-0.178094714572581	0.294420936142605	4.40724466570025	0.0561585520553512	0.469288793849212	0.51918856370789	0.94959742354347	0.53415330426724	0.946707730675172
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	2.38853632738097	2.91998578371306	1.91590650771431	-0.662031170480901	5.14754077578482	-0.114917809789938	0.439956921235257	0.475191088509437	0.953490843715942	0.444985280426337	0.950153919458525
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	0.919051490409716	1.67410712677932	0.39004290794729	-1.52622903902372	6.13270627586742	-0.248106185312354	0.38556812354281	0.244223484620594	0.896285082270369	0.199301324583465	0.898183739688215
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	6.61699095383965	6.86238007572602	6.30954096628616	-0.409433272222184	1.77094208557774	-0.122275735106768	0.398492194265483	0.705413714045944	0.969956201523989	0.198535318014052	0.918797618202819
